"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"UR01_CP"	"UR01"	"IV01_RV1"	"IV02_01"	"TR01_01"	"TR01_01a"	"TR01_02"	"TR01_02a"	"TR01_03"	"TR01_03a"	"TR01_04"	"TR01_04a"	"TR01_05"	"TR01_05a"	"TR01_06"	"TR01_06a"	"TR01_07"	"TR01_07a"	"TR01_08"	"TR01_08a"	"TR01_09"	"TR01_09a"	"TR01_10"	"TR01_10a"	"TR01_11"	"TR01_11a"	"TR01_12"	"TR01_12a"	"TR01_13"	"TR01_13a"	"TR01_14"	"TR01_14a"	"TR01_15"	"TR01_15a"	"TR01_16"	"TR01_16a"	"DV01_01"	"DV01_01a"	"DV02_01"	"DV02_01a"	"DV03_01"	"DV04_01"	"DV05_01"	"DV05_01a"	"DV06_01"	"DV06_01a"	"DV07_01"	"DV07_02"	"DV08_01"	"DV08_02"	"DV09_01"	"DV09_02"	"DV10_01"	"DV10_02"	"DV11_01"	"DV11_02"	"DV12_01"	"DV12_02"	"DM01_01"	"DM02"	"DM03"	"DM04"	"DM05"	"DM06_01"	"DM07_01"	"DM08"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
93			"base"	"interview"	2020-07-27 11:11:45	1	25	"5d5d760e855d080019aeedbb"	"Forced1Forced2Forced1Forced3Forced1Forced3Forced4Forced1Forced3Forced2Forced1Forced1Forced1Forced1Forced1Forced2DV"	1	5634	1	5464	1	3102	1	3694	1	2278	1	2128	1	2338	1	1580	1	1210	1	1680	1	1763	1	1590	1	1828	1	1366	1	923	1	1356	2	4200	1	2721	52	49	2	3808	1	6109	71	77			71	81	31	21	21	21	21	21	"5d5d760e855d080019aeedbb"	5	2	2	5	"British"	"English"	2	48	9	26	10	10	3	5	8	4	22	9	3	6	7	23	8	18	219		2020-07-27 11:15:24	T	F	18	18	0	0	1.31	20
94			"base"	"interview"	2020-07-27 11:12:01	1	7	"5ec8216a31328710b01d2f45"	"Forced1Forced3Forced4Forced3Forced3Forced3Forced3Forced1Forced4Forced2Forced3Forced1Forced3Forced3Forced4Forced3DV"	1	1698	1	1054	1	1998	1	1501	1	765	1	496	1	558	1	769	1	502	1	724	1	662	1	521	1	498	1	666	1	779	1	526	2	3806	2	3809	61	34	1	3094	2	3643	31	65			41	51	75	37	36	46	51	50	"5ec8216a31328710b01d2f45"	7	1	2	5	"Portuguese"	"Portuguese"	1	116	17	6	1	12	4	5	8	4	27	14	5	8	4	20	40	16	191		2020-07-27 11:17:08	T	F	18	18	0	0	1.26	36
95			"base"	"interview"	2020-07-27 11:12:02	1	22	"5ef32a206183a40179a9f750"	"Forced2Forced2Forced4Forced2Forced2Forced4Forced4Forced2Forced2Forced1Forced3Forced1Forced2Forced1Forced2Forced2DV"	1	3266	1	2727	1	3323	1	2382	1	888	1	918	1	576	1	739	1	529	1	4897	1	7422	1	906	1	1010	1	631	1	1457	1	503	1	10698	2	4625	36	73	1	4661	2	9340	95	18			63	34	36	86	85	79	81	82	"5ef32a206183a40179a9f750"	11	1	1	5	"American"	"english"	1	20	23	10	18	8	7	12	14	6	24	12	5	5	10	13	23	45	243		2020-07-27 11:16:18	T	F	18	18	0	0	0.97	6
96			"base"	"interview"	2020-07-27 11:12:10	1	17	"5b2415247f7816000145e224"	"Forced3Forced1Forced1Forced1Forced2Forced1Forced2Forced1Forced2Forced1Forced1Forced3Forced1Forced4Forced1Forced3DV"	1	5289	1	3468	1	2630	1	2126	1	2050	1	4193	1	944	1	727	1	1389	1	1933	1	518	1	969	1	765	1	661	1	641	1	601	2	6957	1	5832	66	36	2	4268	2	5068	11	40			1	3	29	49	101	93	95	76	"5b2415247f7816000145e224"	18	1	2	5	"polish"	"polish"	1	12	4	23	6	9	1	7	12	5	20	19	7	6	5	12	8	17	173		2020-07-27 11:15:03	T	F	18	18	0	0	1.43	44
97			"base"	"interview"	2020-07-27 11:12:17	1	64	"5bb24651a2fec100011ce50f"	"Forced4Forced4Forced4Forced2Forced2Forced4Forced4Forced3Forced3Forced1Forced4Forced4Forced3Forced2Forced4Forced4DV"	1	21260	1	10340	1	4331	1	5828	1	3817	1	4592	1	2871	1	4422	1	2740	1	3280	1	3310	1	2574	1	3436	1	2978	1	3246	1	2162	2	3292	1	11235	66	46	2	6767	2	7575			100	77	21	41	76	61	41	35	41	37	"5bb24651a2fec100011ce50f"	17	2	2	4	"British"	"English"	2	40	23	4	14	12	63	12	24	8	42	19	4	10	8	30	12	31	302		2020-07-27 11:18:13	T	F	18	18	0	0	0.8	4
98			"base"	"interview"	2020-07-27 11:12:20	1	39	"5cf8009fdbec640016e5a0a5"	"Forced3Forced3Forced3Forced3Forced3Forced3Forced3Forced3Forced4Forced3Forced4Forced1Forced1Forced4Forced1Forced2DV"	1	8711	1	2490	1	1782	1	3798	1	752	1	732	1	1441	1	646	1	3249	1	1292	1	416	1	1569	1	445	1	991	1	812	1	1461	1	5125	2	8253	51	49	1	4957	2	7974			10	44	37	28	23	44	8	22	21	64	"5cf8009fdbec640016e5a0a5"	7	1	2	4	"Greek"	"Greek"	2	56	22	4	2	29	7	9	19	9	46	15	5	7	6	16	12	20	284		2020-07-27 11:17:04	T	F	18	18	0	0	1.06	15
99			"base"	"interview"	2020-07-27 11:12:22	1	21	"5f169bbfc29c18000bfa3f67"	"Forced1Forced1Forced1Forced2Forced3Forced1Forced3Forced1Forced4Forced1Forced2Forced1Forced3Forced1Forced2Forced1DV"	1	22696	1	9570	1	7396	1	20480	1	6431	1	3779	1	2627	1	5383	1	6643	1	2295	1	1932	1	1863	1	4052	1	2902	1	2518	1	1304	1	15951	2	4879	32	84	1	7419	1	7688	74	44			64	46	31	67	62	57	67	67	"5f169bbfc29c18000bfa3f67"	14	2	2	3	"South African"	"English"	2	125	33	68	28	17	8	17	17	9	62	9	7	11	9	26	13	22	326		2020-07-27 11:20:23	T	F	18	18	0	0	0.66	1
100			"base"	"interview"	2020-07-27 11:12:25	1	13	"5d21f63e4c6155001b9199e1"	"Forced2Forced1Forced2Forced1Forced1Forced4Forced1Forced1Forced3Forced1Forced1Forced1Forced1Forced3Forced3Forced2DV"	1	5147	1	4496	1	2392	1	2382	1	1546	1	1795	1	1530	1	1314	1	2224	1	1013	1	1173	1	1162	1	1203	1	1504	1	769	1	1446	2	3802	1	2078	61	41	2	3998	1	5851	61	40			61	36	40	64	61	21	49	46	"5d21f63e4c6155001b9199e1"	2	2	2	3	"Portuguese"	"Portuguese"	1	27	11	25	12	7	2	5	10	5	37	9	3	9	7	16	14	15	214		2020-07-27 11:15:59	T	F	18	18	0	0	1.24	20
101			"base"	"interview"	2020-07-27 11:12:30	1	50	"5e5c3d75348de24188d2c698"	"Forced2Forced2Forced4Forced4Forced2Forced2Forced4Forced1Forced2Forced2Forced2Forced1Forced2Forced1Forced2Forced3DV"	1	13714	1	2870	1	4330	1	1573	1	3598	1	1408	1	2071	1	4764	1	2047	1	1424	1	1155	1	2798	1	1643	1	2360	1	1914	1	4215	1	4948	2	38244	36	36	1	6113	2	12367			36	81	35	26	61	76	51	81	76	91	"5e5c3d75348de24188d2c698"	5	2	2	3	"Mexican"	"Spanish "	1	196	41	16	47	7	14	40	37	14	60	33	7	25	8	26	20	38	351		2020-07-27 11:22:59	T	F	18	18	0	0	0.51	1
102			"base"	"interview"	2020-07-27 11:12:39	1	6	"5ba83c3e48f4400001e201dd"	"Forced2Forced4Forced1Forced2Forced2Forced1Forced1Forced3Forced4Forced4Forced2Forced2Forced2Forced2Forced2Forced2DV"	1	6366	1	5853	1	4323	1	2896	1	1522	1	1735	1	1450	1	4477	1	2563	1	1026	1	1226	1	1191	1	1261	1	1428	1	1092	1	773	1	3856	2	2462	35	67	1	3267	2	4991	61	31			31	16	51	61	61	31	41	36	"5ba83c3e48f4400001e201dd"	13	1	2	5	"Australian"	"English"	2	56	22	10	27	5	12	4	10	4	25	12	3	16	6	23	8	21	264		2020-07-27 11:17:03	T	F	18	18	0	0	1.09	12
103			"base"	"interview"	2020-07-27 11:12:42	1	9	"5efa323950dc6b838c1e73c7"	"Forced4Forced1Forced1Forced2Forced1Forced1Forced3Forced1Forced2Forced1Forced1Forced1Forced3Forced2Forced1Forced3DV"	1	16217	1	2799	1	2275	1	3053	1	1100	1	819	1	1794	1	1301	1	1060	1	1138	1	442326	1	611	1	884	1	808	1	687	1	882	1	3574	2	2314	22	72	1	2041	2	3232	80	29			74	42	37	70	65	65	70	73	"5efa323950dc6b838c1e73c7"	28	2	2	3	"British"	"English"	2	41	11	461	8	5	17	4	10	3	20	9	3	11	4	18	13	21	207		2020-07-27 11:23:41	T	F	18	18	0	0	1.22	18
104			"base"	"interview"	2020-07-27 11:12:45	1	10	"5d7cc436e6bea90001728632"	"Forced1Forced2Forced2Forced4Forced4Forced2Forced2Forced2Forced2Forced2Forced2Forced1Forced4Forced3Forced1Forced2DV"	1	1959	1	2808	1	1801	1	1895	1	1070	1	926	1	1068	1	840	1	3294	1	691	1	606	1	542	1	717	1	988	1	615	1	458	1	4893	1	2566	40	32	1	4542	2	2824	82	31			42	12	29	48	48	28	15	26	"5d7cc436e6bea90001728632"	3	1	2	3	"poland"	"poland"	1	11	2	6	21	3	6	5	7	5	11	4	4	4	3	6	7	12	117		2020-07-27 11:14:42	T	F	18	18	0	0	2.01	67
105			"base"	"interview"	2020-07-27 11:12:48	1	40	"5a25c858b279aa0001b0dbfb"	"Forced3Forced4Forced2Forced1Forced4Forced2Forced4Forced4Forced4Forced3Forced2Forced3Forced4Forced4Forced4Forced4DV"	1	2192	1	2001	1	1998	1	1576	1	937	1	1504	1	1008	1	954	1	3426	1	714	1	845	1	612	1	495	1	526	1	491	1	5597	1	1470	2	6980	28	70	1	2623	2	3060			26	79	90	21	29	73	83	78	78	76	"5a25c858b279aa0001b0dbfb"	3	1	2	3	"Indonesian-American"	"English"	1	9	1	2	6	6	24	7	5	4	18	5	2	3	3	6	6	13	120		2020-07-27 11:14:48	T	F	18	18	0	0	2.09	85
106			"base"	"interview"	2020-07-27 11:12:50	1	14	"5de3a8c01017853a3dcc176a"	"Forced2Forced2Forced2Forced1Forced4Forced2Forced4Forced1Forced1Forced2Forced3Forced2Forced2Forced4Forced2Forced2DV"	1	2814	1	2734	1	2643	1	3110	1	2034	1	1545	1	1386	1	1927	1	1617	1	1281	1	2351	1	1327	1	827	1	1040	1	912	1	713	2	3845	1	2187	61	37	2	2225	1	3810	6	94			21	72	76	21	33	35	31	28	"5de3a8c01017853a3dcc176a"	14	2	2	4	"American"	"English"	2	18	11	8	21	3	6	4	11	2	17	5	3	6	5	13	9	10	152		2020-07-27 11:15:23	T	F	18	18	0	0	1.69	36
107			"base"	"interview"	2020-07-27 11:12:55	1	61	"5dbac80d28bddb0d87f62246"	"Forced1Forced1Forced1Forced3Forced3Forced1Forced1Forced2Forced1Forced1Forced1Forced4Forced2Forced2Forced3Forced1DV"	1	4355	1	2992	1	7070	1	2439	1	565	1	1244	1	719	1	1730	1	792	1	672	1	1028	1	1438	1	1688	1	886	1	1228	1	1301	1	1676	2	3575	28	74	1	1593	2	3201			15	88	59	19	23	63	28	47	62	70	"5dbac80d28bddb0d87f62246"	2	1	2	4	"british"	"English"	2	19	3	26	7	6	2	4	7	4	20	9	2	3	3	14	9	11	149		2020-07-27 11:15:24	T	F	18	18	0	0	1.8	53
108			"base"	"interview"	2020-07-27 11:12:57	1	59	"5db508259ca75a000d583b9a"	"Forced3Forced3Forced3Forced2Forced1Forced4Forced3Forced3Forced3Forced3Forced3Forced1Forced4Forced3Forced4Forced1DV"	1	6227	1	1998	1	745	1	2610	1	1993	1	1985	1	670	1	605	1	712	1	526	1	475	1	1228	1	965	1	595	1	466	1	841	1	2930	2	8889	40	61	2	4406	1	3742			31	41	81	71	31	46	50	51	51	51	"5db508259ca75a000d583b9a"	1	2	2	2	"Canadian"	"English"	2	53	12	7	3	22	6	10	16	5	33	21	4	6	5	37	8	14	262		2020-07-27 11:17:19	T	F	18	18	0	0	1.15	14
109			"base"	"interview"	2020-07-27 11:13:08	1	46	"5eff06a2a352be435d802218"	"Forced2Forced3Forced2Forced2Forced2Forced2Forced2Forced2Forced1Forced2Forced4Forced1Forced4Forced1Forced4Forced2DV"	1	4595	1	5322	1	2500	1	1632	1	1128	1	938	1	1121	1	1031	1	3877	1	1910	1	3588	1	1830	1	1483	1	1206	1	1580	1	1725	2	3774	1	11076	51	51	2	3986	1	6586			71	61	31	41	71	61	26	26	26	26	"5eff06a2a352be435d802218"	2	2	1	3	"Australian"	"English"	2	55	28	11	31	7	9	12	31	8	64	26	5	11	5	25	23	33	353		2020-07-27 11:19:32	T	F	18	18	0	0	0.71	1
110			"base"	"interview"	2020-07-27 11:13:09	1	1	"5bbd09effa09af00011edec1"	"Forced1Forced4Forced1Forced1Forced2Forced1Forced1Forced1Forced3Forced2Forced3Forced2Forced1Forced3Forced1Forced1DV"	1	22388	1	4518	1	9399	1	3286	1	4462	1	2700	1	11087	1	1358	1	9729	1	1818	1	2991	1	3486	1	6387	1	8026	1	1559	1	839	2	8581	1	3075	63	47	2	9267	1	4060	48	57			50	45	48	60	49	46	38	48	"5bbd09effa09af00011edec1"	26	2	1	5	"British"	"English"	1	24	8	65	13	21	5	9	12	10	430	17	3	7	5	14	14	10	213		2020-07-27 11:24:17	T	F	18	18	0	0	1.04	12
111			"base"	"interview"	2020-07-27 11:13:13	1	44	"5a33fa26db3d8c00013ebdca"	"Forced2Forced4Forced2Forced4Forced3Forced4Forced4Forced3Forced4Forced4Forced4Forced3Forced1Forced2Forced4Forced4DV"	1	3059	1	1956	1	2062	1	1627	1	2109	1	1428	1	1325	1	941	1	659	1	827	1	879	1	1193																															"5a33fa26db3d8c00013ebdca"							1	16	3		7	7	12												45		2020-07-27 11:13:58	F	F	5	6	0	0	1.62	57
112			"base"	"interview"	2020-07-27 11:13:16	1	20	"5ec787e8093c7a1c2d7538b1"	"Forced4Forced2Forced4Forced4Forced4Forced4Forced3Forced2Forced4Forced1Forced3Forced4Forced4Forced2Forced3Forced4DV"	1	5493	1	9130	1	2812	1	4580	1	3554	1	3673	1	7681	1	1333	1	3408	1	3988	1	2959	1	2553	1	1850	1	1639	1	2663	1	2952	1	16482	2	7217	36	66	1	4430	2	4402	51	26			71	36	66	71	56	66	51	51	"5ec787e8093c7a1c2d7538b1"	14	2	2	4	"Polish"	"Polish"	1	65	43	5	16	19	42	18	18	6	57	35	9	23	6	34	20	28	374		2020-07-27 11:20:40	T	F	18	18	0	0	0.63	2
113			"base"	"interview"	2020-07-27 11:13:22	1	30	"5dc48be43f045534ce450216"	"Forced4Forced2Forced4Forced4Forced2Forced2Forced2Forced2Forced2Forced1Forced1Forced2Forced1Forced2Forced2Forced3DV"	1	4900	1	4059	1	5727	1	3821	1	4266	1	3409	1	3024	1	2947	1	2691	1	4069	1	1633	1	2652	1	1894	1	2678	1	1948	1	4880	1	20487	2	6195	46	62	1	11437	2	13028	21	6			31	12	62	81	76	86	81	91	"5dc48be43f045534ce450216"	2	2	2	3	"Spanish"	"Spanish, catalan"	1	21	18	10	35	5	17	22	21	12	69	28	7	9	14	30	9	46	365		2020-07-27 11:19:35	T	F	18	18	0	0	0.73	4
114			"base"	"interview"	2020-07-27 11:13:23	1	3	"58bebf658c2fd60001b9767a"	"Forced4Forced3Forced3Forced3Forced3Forced3Forced1Forced1Forced3Forced3Forced4Forced4Forced3Forced1Forced2Forced3DV"	1	8031	1	2871	1	1674	1	1793	1	1173	1	856	1	5946	1	1434	1	1332	1	1028	1	939	1	876	1	852	1	1259	1	5156	1	1178	2	10943	2	5681	64	49	2	5686	1	13584	64	81			91	91	37	20	91	96	51	51	"58bebf658c2fd60001b9767a"	24	1	2	5	"British"	"English"	1	12	14	10	6	19	12	12	18	6	35	14	7	15	14	29	11	13	239		2020-07-27 11:17:30	T	F	18	18	0	0	0.96	8
115			"base"	"interview"	2020-07-27 11:13:31	1	37	"5e8712003dabf435614bad48"	"Forced1Forced4Forced1Forced3Forced2Forced3Forced1Forced1Forced1Forced3Forced1Forced1Forced1Forced2Forced2Forced1DV"	1	7738	1	5233	1	9838	1	9673	1	11720	1	3175	1	7117	1	2722	1	2044	1	1535	1	1758	1	1098	1	1721	1	1698	1	1293	1	2063	1	2276	2	10504	41	62	1	1914	2	4510			38	50	67	71	32	36	67	57	67	63	"5e8712003dabf435614bad48"	14	2	2	6	"italian"	"italian"	1	16	15	44	17	17	6	11	13	6	45	38	3	4	2	15	9	29	230		2020-07-27 11:18:21	T	F	18	18	0	0	1.13	16
116			"base"	"interview"	2020-07-27 11:13:32	1	58	"5d964f340849000013172b22"	"Forced4Forced1Forced2Forced2Forced2Forced2Forced2Forced1Forced2Forced4Forced2Forced1Forced3Forced4Forced2Forced2DV"	1	3909	1	2039	1	3656	1	1436	1	2347	1	1075	1	804	1	487	1	565	1	1505	1	886	1	832	1	797	1	841	1	788	1	1062	1	4239	2	3721	51	65	2	3592	1	3836			20	17	24	22	63	73	38	34	52	48	"5d964f340849000013172b22"	13	2	2	5	"Dutch"	"Dutch, Chinese"	1	9	16	5	19	2	7	5	5	5	15	14	5	9	4	18	6	16	160		2020-07-27 11:16:12	T	F	18	18	0	0	1.55	35
117			"base"	"interview"	2020-07-27 11:13:32	1	48	"5eb85799cc3ea50a5f3591ad"	"Forced2Forced4Forced4Forced4Forced1Forced4Forced2Forced3Forced4Forced3Forced4Forced4Forced4Forced2Forced3Forced4DV"	1	7588	1	6932	1	7278	1	3018	1	1770	1	1674	1	1634	1	1627	1	1252	1	1572	1	2382	1	1047	1	1571	1	2694	1	2097	1	3188	2	3161	1	8635	82	39	2	3700	1	3891			46	28	60	87	64	22	36	11	16	18	"5eb85799cc3ea50a5f3591ad"	1	2	2	3	"white - british"	"English"	1	23	18	4	18	9	37	11	18	5	44	21	5	8	8	23	12	30	266		2020-07-27 11:18:26	T	F	18	18	0	0	0.9	5
118			"base"	"interview"	2020-07-27 11:13:35	1	23	"5ec2fb8c1253161390f336bc"	"Forced4Forced3Forced3Forced4Forced3Forced3Forced1Forced3Forced3Forced2Forced1Forced3Forced4Forced3Forced1Forced3DV"	1	6433	1	3599	1	2657	1	1679	1	1685	1	1295	1	5674	1	2077	1	1323	1	1506	1	1217	1	7304	1	822	1	737	1	1173	1	1072	1	8828	2	4240	43	57	1	4748	1	10693	79	44			76	46	27	66	76	67	75	67	"5ec2fb8c1253161390f336bc"	4	1	2	2	"Portugal"	"Portuguese"	2	40	27	10	3	27	11	9	7	5	37	9	5	8	11	24	9	28	270		2020-07-27 11:18:05	T	F	18	18	0	0	1.05	11
119			"base"	"interview"	2020-07-27 11:13:37	2	12	"5e33544f6d19d831e20e0e07"	"Forced4Forced4Forced1Forced4Forced4Forced4Forced4Forced4Forced4Forced3Forced2Forced2Forced3Forced3Forced4Forced2DV"	1	11195	1	1568	1	1386	1	1546	1	852	1	656	1	524	1	455	1	441	1	2879	1	1470	1	530	1	1387	1	1211	1	1190	1	908	1	12014	2	2531	31	83	1	4820	2	8296	85	15			81	22	22	91	47	85	61	71	"5e33544f6d19d831e20e0e07"	2	1	2	3	"Polish"	"Polish"	2	171	16	2	5	8	24	12	10	6	27	13	3	9	9	16	7	24	220		2020-07-27 11:19:39	T	F	18	18	0	0	1.14	18
120			"base"	"interview"	2020-07-27 11:13:46	1	4	"58433bcdc731e500012e2f4b"	"Forced4Forced4Forced4Forced4Forced2Forced4Forced4Forced2Forced1Forced2Forced4Forced3Forced4Forced4Forced3Forced3DV"	1	5245	1	5176	1	29384																																																	"58433bcdc731e500012e2f4b"							1	13	4				42												26		2020-07-27 11:14:45	F	F	6	6	0	0	1.81	71
121			"base"	"interview"	2020-07-27 11:13:49	1	34	"5eebeef468b04f195d829647"	"Forced2Forced4Forced1Forced2Forced1Forced2Forced2Forced3Forced2Forced1Forced4Forced2Forced2Forced2Forced2Forced4DV"	1	5390	1	3596	1	5501	1	1370	1	1847	1	3781	1	3398	1	2958	1	1554	1	1361	1	2340	1	4972	1	3488	1	1864	1	1259	1	1818	2	7135	1	11859	61	61	1	7108	1	12210			81	21	11	21	71	21	61	41	61	71	"5eebeef468b04f195d829647"	14	1	2	5	"Portuguese"	"Spanish,Portuguese"	1	8	26	10	33	3	11	12	13	13	70	24	8	14	8	24	10	21	308		2020-07-27 11:18:58	T	F	18	18	0	0	0.97	14
122			"base"	"interview"	2020-07-27 11:13:50	1	49	"5ea9746379ed3c05a8d9d7ba"	"Forced2Forced3Forced1Forced3Forced1Forced1Forced1Forced1Forced4Forced2Forced1Forced1Forced3Forced2Forced1Forced1DV"	1	13904	1	3200	1	9697	1	1771	1	3865	1	3237	1	1101	1	939	1	3536	1	1477	1	964	1	1009	1	1343	1	1261	1	1058	1	841	2	3347	1	9928	68	32	2	3048	2	4834			38	59	67	40	26	9	65	69	53	67	"5ea9746379ed3c05a8d9d7ba"	5	1	2	4	"Italian"	"Italian, English"	1	15	18	32	20	8	4	11	17	6	21	12	5	6	4	13	9	28	229		2020-07-27 11:17:39	T	F	18	18	0	0	1.12	12
123			"base"	"interview"	2020-07-27 11:13:55	1	19	"5caafa28cb4af3001640eb50"	"Forced3Forced2Forced4Forced3Forced3Forced3Forced3Forced3Forced1Forced1Forced4Forced3Forced4Forced3Forced3Forced1DV"	1	5100	1	2748	1	3304	1	1097	1	2949	1	973	1	1911	1	1368	1	1715	1	1016	1	1487	1	1275	1	1007	1	1110	1	3315	1	1275	2	4751	1	3508	69	46	2	4262	2	7082	26	74			38	83	80	36	47	97	48	42	"5caafa28cb4af3001640eb50"	14	2	2	3	"welsh"	"english"	1	14	13	5	3	26	8	6	11	5	17	6	4	5	7	9	9	11	159		2020-07-27 11:16:34	T	F	18	18	0	0	1.54	29
124			"base"	"interview"	2020-07-27 11:13:57	1	28	"5eee496cf64ab10816260f1e"	"Forced4Forced2Forced3Forced1Forced4Forced4Forced4Forced4Forced4Forced4Forced4Forced4Forced2Forced3Forced2Forced3DV"	1	2474	1	1119	1	884	1	631	1	652	1	435	1	315	1	372	1	1037	1	432	1	344	1	393	1	2067	1	606	1	314	1	1034	2	6659	1	5284	52	52	2	6476	2	5077	52	73			37	69	53	65	77	88	35	53	"5eee496cf64ab10816260f1e"	7	1	2	2	"poland"	"polish"	1	25	54	1	4	5	14	8	13	8	17	12	6	14	6	12	12	28	201		2020-07-27 11:17:56	T	F	18	18	0	0	1.2	35
125			"base"	"interview"	2020-07-27 11:13:58	1	18	"5cc865bc1208db00195fef6b"	"Forced1Forced1Forced4Forced2Forced2Forced2Forced4Forced2Forced2Forced4Forced2Forced2Forced2Forced1Forced3Forced2DV"	1	32563	1	2681	1	3985	1	2444	1	1315	1	1661	1	1851	1	1666	1	1364	1	1570	1	1431	1	1103	1	1167	1	1387	1	1781	1	1392	1	17273	1	5715	50	51	1	7618	2	6021	101	1			76	26	26	76	1	1	1	1	"5cc865bc1208db00195fef6b"	18	2	2	5	"British"	"English"	2	54	11	38	19	2	10	18	12	8	49	9	6	14	7	31	14	15	317		2020-07-27 11:19:15	T	F	18	18	0	0	0.93	14
126			"base"	"interview"	2020-07-27 11:14:00	1	11	"5e5678fb2cf1590238564fbc"	"Forced1Forced3Forced3Forced1Forced4Forced3Forced4Forced2Forced3Forced3Forced4Forced3Forced3Forced3Forced1Forced3DV"	1	6168	1	2568	1	2225	1	1206	1	1603	1	1346	1	884	1	1298	1	775	1	718	1	861	1	587	1	496	1	688	1	1077	1	11544	1	3740	1	3223	28	76	1	1933	2	5104	75	22			67	27	32	68	94	91	92	87	"5e5678fb2cf1590238564fbc"	8	1	2	4	"British"	"English"	2	27	23	13	2	28	7	4	9	3	19	5	4	8	6	7	10	22	197		2020-07-27 11:17:17	T	F	18	18	0	0	1.45	31
127			"base"	"interview"	2020-07-27 11:14:05	1	43	"5e9f54905610650aee77858e"	"Forced1Forced3Forced3Forced3Forced3Forced3Forced1Forced3Forced3Forced1Forced3Forced4Forced3Forced2Forced4Forced4DV"	1	20574	1	2907	1	833	1	4633	1	33222	1	703	1	2229																																									"5e9f54905610650aee77858e"							1	22	3	25		45													59		2020-07-27 11:15:40	F	F	3	5	0	0	1.22	58
129			"base"	"interview"	2020-07-27 11:14:10	1	35	"5c571c4c2fce5f0001779e3f"	"Forced3Forced3Forced1Forced3Forced2Forced3Forced4Forced1Forced1Forced4Forced3Forced3Forced3Forced3Forced4Forced3DV"	1	4544	1	2900	1	3591	1	5814	1	5282	1	1357	1	1457	1	835	1	678	1	779	1	1480	1	787	1	624	1	617	1	1091	1	589	2	28560	2	28799	41	51	2	5533	1	9544			61	31	31	51	41	21	11	11	11	11	"5c571c4c2fce5f0001779e3f"	11	1	2	4	"Italian"	"Italian"	1	23	19	6	5	25	7	29	28	10	87	32	29	22	6	20	10	38	283		2020-07-27 11:20:46	T	F	18	18	0	0	0.77	6
130			"base"	"interview"	2020-07-27 11:14:16	1	57	"57618e8a25224a0006d3756e"	"Forced3Forced1Forced1Forced2Forced2Forced4Forced1Forced2Forced3Forced1Forced1Forced1Forced3Forced1Forced1Forced1DV"	1	4051	1	2738	1	3551	1	6481	1	2000	1	3385	1	3106	1	2386	1	1776	1	1871	1	1017	1	887	1	1698	1	1277	1	774	1	764	2	3175	1	6612	71	40	2	3897	1	4956			20	10	51	51	51	51	51	51	51	51	"57618e8a25224a0006d3756e"	18	2	2	2	"british"	"english"	2	25	11	24	14	9	4	7	9	6	27	12	4	10	5	19	15	13	214		2020-07-27 11:17:50	T	F	18	18	0	0	1.12	11
131			"base"	"interview"	2020-07-27 11:14:17	1	42	"5df7beb919232d55ffe6920e"	"Forced2Forced4Forced2Forced4Forced3Forced2Forced1Forced2Forced2Forced4Forced1Forced2Forced1Forced2Forced2Forced2DV"	1	2699	1	1816	1	4458	1	3309	1	2828	1	1492	1	4366	1	1566	1	1088	1	1243	1	1436	1	1301	1	1657	1	1154	1	528	1	784	1	6597	2	34573	46	56	2	8090	2	13883			11	31	11	21	91	76	41	17	41	31	"5df7beb919232d55ffe6920e"	1	1	2	2	"French"	"French"	2	78	35	9	21	3	9	36	14	15	105	42	8	11	8	31	12	67	319		2020-07-27 11:22:41	T	F	18	18	0	0	0.72	6
132			"base"	"interview"	2020-07-27 11:14:18	1	52	"5dde6f53fd5b28dcdc1a1641"	"Forced3Forced3Forced4Forced4Forced2Forced4Forced3Forced4Forced2Forced4Forced1Forced2Forced4Forced4Forced4Forced4DV"	1	6122	1	2225	1	3694	1	1147	1	1896	1	1799	1	1762	1	930	1	1129	1	772	1	1099	1	869	1	895	1	718	1	877	1	729	2	2142	1	10726	68	38	1	4767	2	3980			51	62	32	48	38	64	30	68	45	77	"5dde6f53fd5b28dcdc1a1641"	10	1	2	4	"Italian"	"Italian"	2	62	14	2	7	12	18	12	11	4	28	12	2	5	5	12	10	20	236		2020-07-27 11:18:14	T	F	18	18	0	0	1.27	22
